X,HOVM,GHC
0,0.02417875001827876,0.025625278015931445
1,0.023232527991135912,0.042081902643044795
2,0.026277875006198884,0.09324380600452423
3,0.0272134996453921,0.19371477766831716
4,0.02368604133526484,0.2093730556766192
5,0.022320847014586132,0.3301689306696256
6,0.028016402661800385,0.4986319306492806
7,0.026210472325483958,0.6717473889986674
8,0.02538652801513672,0.49216170867284137
9,0.025324986338615418,1.0845521803498268
10,0.02513593065738678,0.7631882356802622
11,0.027650097330411273,0.8451735966602961
12,0.026996236324310304,1.0872440136869748
13,0.025447055677572886,1.3322315693100293
14,0.024085958341757457,1.4763606666723887
15,0.026470097323258716,1.7652110970020294
16,0.024309805333614348,1.095545333345731
17,0.026056277692317963,1.7868232500155765
18,0.02532938865820567,2.4204950973590216
19,0.026909638663132986,3.0079682776530587
20,0.02330097198486328,1.6360165556669235
21,0.025069208661715192,1.2140330136617024
22,0.025416083673636118,1.8495724586645763
23,0.02549611133337021,1.9230778886874516
24,0.025187374989191692,2.3264288469751677
25,0.02570459735393524,2.395132680654526
26,0.026937374989191694,2.842061986327171
27,0.027431249658266703,2.9544525833527246
28,0.027146458665529886,3.0997923890153567
29,0.025987889011700946,1.7236469166676205
30,0.026231250325838725,3.710665096998215
31,0.027393944660822553,4.2469924163222315
32,0.023407763997713726,2.3598008613387744
33,0.02309584701061249,3.66247826363643
34,0.02670862497886022,3.81950640296936
35,0.023261569301287335,5.3423728470007585
36,0.0251850279768308,4.982522277653217
37,0.02347155531247457,4.1224277636806175
38,0.026712514003117877,6.225879472335179
39,0.0253681946794192,4.389023750305176
40,0.028305222014586132,3.5553692916830384
41,0.024368860979874927,6.336841193974018
42,0.023433167000611623,2.6682957916657126
43,0.023744749665260315,4.941394638637702
44,0.02356445799271266,3.91024468066295
45,0.02461608366171519,3.9805967219869296
46,0.02633144434293111,4.104701125005882
47,0.023615763982137043,7.188548847337564
48,0.02704802801211675,4.895954056004683
49,0.028314513643582662,4.948207569320997
50,0.024182347655296324,5.034086374660332
51,0.024209500352541605,7.149962055663268
52,0.028246889332930247,5.974529555678368
53,0.025508902649084727,6.7986728883186975
54,0.0252840416431427,6.246516277352969
55,0.02313258332014084,7.752627694666385
56,0.022963083346684773,6.497990944325924
57,0.025503569344679514,8.803601361314454
58,0.02388561099767685,3.6682982773184776
59,0.02363299963871638,6.774954597314198
60,0.026904499689737956,7.749112388690312
61,0.025769639015197753,6.248978819668293
62,0.02305698601404826,8.869653583327928
63,0.02527330533663432,4.824249764005343
64,0.02540975034236908,4.973180819312732
65,0.0273078750371933,8.44719704169035
66,0.027157583316167196,7.691257777671019
67,0.02486924997965495,10.45675906932354
68,0.02950066699584325,7.990189110994339
69,0.026881235996882122,7.072033708353837
70,0.02875255568822225,10.951625916659832
71,0.023520138998826344,9.234980985999107
72,0.027746764004230498,10.295517430325349
73,0.02575398600101471,11.403794569671154
74,0.026681360999743144,8.660958277662596
75,0.024818944652875263,9.769562277674675
76,0.02715902763605118,12.851119500339031
77,0.026485555668671924,11.987655389328799
78,0.026436166644096374,9.090487416684628
79,0.026248249650001526,10.267681194345156
80,0.02589386135339737,7.264360903004806
81,0.02437162534395854,11.624864527642726
82,0.02680462501446406,12.927717166682084
83,0.02689673598607381,14.127173166334629
84,0.025287555674711866,5.441399555325508
85,0.02695972200234731,8.85061177766323
86,0.026992736001809438,10.039532930692037
87,0.022842041353384655,6.701117541690667
88,0.027824902673562368,7.988103999992211
89,0.02721237500508626,12.693895041664442
90,0.025782694300015768,8.101595388988654
91,0.02659580530722936,13.055075083653131
92,0.027050958653291067,8.347655874689421
93,0.026878666321436564,10.821580166637897
94,0.026879541675249738,14.801373694002628
95,0.02726672234137853,12.442182291984558
96,0.026579833328723906,10.023438610990842
97,0.023460375010967253,7.496266208310922
98,0.0268423473238945,10.223965791324774
99,0.02275423566500346,15.456321569303672
100,0.022633430679639178,10.434687319338321
101,0.026896930674711866,11.849478499988715
102,0.027372527996699016,14.633097486019135
103,0.02687670834859212,13.44987311098973
104,0.0280626806418101,12.194803097307682
105,0.02731645832459132,12.362102708657583
106,0.026979250331719714,13.864610569318137
107,0.026883694688479107,12.641988319357237
108,0.026855069319407145,12.755127222001553
109,0.026546944340070086,11.354543194333711
110,0.023690097332000733,15.974313430329165
111,0.02692666669686635,17.546664375305177
112,0.027204193989435833,13.21871473600467
113,0.026786458333333332,14.797948124984899
114,0.02931865268945694,18.01983194396893
115,0.027723735988140107,21.197714735964936
116,0.02698772233724594,7.535784430662791
117,0.0268015553355217,13.802956888655821
118,0.02658554168542226,13.966714736024539
119,0.0251688890059789,15.565951930661997
120,0.0223638193209966,15.77963795799017
121,0.02948861100276311,14.267658570011458
122,0.023775638302167255,12.75667640264829
